"plant_no","Cno","Cno_val","plant_name.x.x","genus.x.x","family.x.x","long","long_code","long_val","plant_name.y.x","genus.y.x","family.y.x","soil_nutr","soil_nutr_val","plant_name.x","genus.x","family.x","leafP","leafP_val","plant_name.x.y","genus.x.y","family.x.y","leafN","leafN_val","plant_name.y.y","genus.y.y","family.y.y","plant_name.y","genus.y","family.y"
2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","PTERIDIUM AQUILINUM","PTERIDIUM","Polypodiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PTERIDIUM AQUILINUM","pteridium","Polypodiaceae"
2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","BLECHNUM SPICANT","Blechnum","Polypodiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLECHNUM SPICANT","blechnum","Polypodiaceae"
2091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTRYCHIUM LUNARIA","botrychium","Ophioglossaceae"
463411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","SELAGINELLA SELAGINOIDES","SELAGINELLA","SELAGINELLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SELAGINELLA SELAGINOIDES","selaginella","SELAGINELLACEAE"
2001001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","HUPERZIA SELAGO	","Huperzia","Lycopodiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUPERZIA SELAGO	","huperzia","Lycopodiaceae"
2002002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","LYCOPODIELLA INUNDATA	","Lycopodiella","Lycopodiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LYCOPODIELLA INUNDATA	","lycopodiella","Lycopodiaceae"
2003002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","LYCOPODIUM CLAVATUM	","Lycopodium","Lycopodiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LYCOPODIUM CLAVATUM	","lycopodium","Lycopodiaceae"
2004003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","DIPHASIASTRUM ALPINUM","DIPHASIASTRUM","Lycopodiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIPHASIASTRUM ALPINUM","diphasiastrum","Lycopodiaceae"
4001002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISOETES ECHINOSPORA	","isoetes","Isoetaceae"
5001005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EQUISETUM FLUVIATILE	","equisetum","Equisetaceae"
6001002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPHIOGLOSSUM AZORICUM","ophioglossum","Ophioglossaceae"
7001001,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","10-100","OSMUNDA REGALIS","Osmunda","Osmundaceae","Soil nutrients","infertile","OSMUNDA REGALIS","Osmunda","Osmundaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OSMUNDA REGALIS","osmunda","Osmundaceae"
9005001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","ANOGRAMMA LEPTOPHYLLA","Anogramma","Adiantaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANOGRAMMA LEPTOPHYLLA","anogramma","Adiantaceae"
9006001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","ADIANTUM CAPILLUS-VENERIS	","Adiantum","Adiantaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ADIANTUM CAPILLUS-VENERIS	","adiantum","Adiantaceae"
9007001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","CRYPTOGRAMMA CRISPA","Cryptogramma","Adiantaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CRYPTOGRAMMA CRISPA","cryptogramma","Adiantaceae"
11001002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HYMENOPHYLLUM WILSONII","hymenophyllum","Hymenophyllaceae"
11002001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRICHOMANES SPECIOSUM","trichomanes","Hymenophyllaceae"
12001003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYPODIUM VULGARE","polypodium","Polypodiaceae"
16001001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THELYPTERIS PALUSTRIS","thelypteris","Thelypteridaceae"
16002001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OREOPTERIS LIMBOSPERMA","oreopteris","Thelypteridaceae"
17001017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASPLENIUM ADIANTUM-NIGRUM","asplenium","Aspleniaceae"
17001020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASPLENIUM SEPTENTRIONALE","aslpenium","Aspleniaceae"
17001029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHYLLITIS SCOLOPENDRIUM","phyylitis","Aspleniaceae"
18004001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYSTOPTERIS FRAGILIS","cystopteris","Woodsiaceae"
18005002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOODSIA ALPINA","woodsia","Woodsiaceae"
18006001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GYMNOCARPIUM DRYOPTERIS","gymnocarpium","Woodsiaceae"
19001002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","POLYSTICHUM ACULEATUM","Polystichum","Dryopteridaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYSTICHUM ACULEATUM","polystichum","Dryopteridaceae"
19003003,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","10-100","DRYOPTERIS OREADES","Dryopteris","Dryopteridaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRYOPTERIS OREADES","dryopteris","Dryopteridaceae"
23002001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PILULARIA  GLOBULIFERA	","pillularia","Marsileaceae"
100001007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CETERACH OFFICINARUM","ceterach","Polypodiaceae"
180010020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Athyrium distentifolium","athyrium","Woodsiaceae"
260070070,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","100-500","PINUS SYLVESTRIS","PINUS","PINACEAE","Soil nutrients","very infertile","PINUS SYLVESTRIS","PINUS","PINACEAE","Mature leaf P concentration (mg/g)","1-2","PINUS SYLVESTRIS","PINUS","PINACEAE","Mature leaf N concentration (mg/g)","10-20","PINUS SYLVESTRIS","PINUS","PINACEAE","PINUS SYLVESTRIS","pinus","PINACEAE"
280050020,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","100-500","JUNIPERUS COMMUNIS","JUNIPERUS","CUPRESSACEAE","Soil nutrients","very infertile","JUNIPERUS COMMUNIS","JUNIPERUS","CUPRESSACEAE","Mature leaf P concentration (mg/g)","1-2","JUNIPERUS COMMUNIS","JUNIPERUS","CUPRESSACEAE","Mature leaf N concentration (mg/g)","10-20","JUNIPERUS COMMUNIS","JUNIPERUS","CUPRESSACEAE","JUNIPERUS COMMUNIS","juniperus","CUPRESSACEAE"
290010010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02",">500","TAXUS BACCATA","TAXUS","TAXACEAE","Soil nutrients","very fertile","TAXUS BACCATA","TAXUS","TAXACEAE","Mature leaf P concentration (mg/g)","1-2","TAXUS BACCATA","TAXUS","TAXACEAE","Mature leaf N concentration (mg/g)","10-20","TAXUS BACCATA","TAXUS","TAXACEAE","TAXUS BACCATA","taxus","TAXACEAE"
310010590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","SALIX LAPPONUM","SALIX","SALICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SALIX LAPPONUM","salix","SALICACEAE"
310020020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POPULUS X CANESCENS","populus","SALICACEAE"
320010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","MYRICA GALE","MYRICA","MYRICACEAE","Mature leaf P concentration (mg/g)","1-2","MYRICA GALE","MYRICA","MYRICACEAE","Mature leaf N concentration (mg/g)","20-30","MYRICA GALE","MYRICA","MYRICACEAE","MYRICA GALE","myrica","MYRICACEAE"
340010040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","BETULA NANA","BETULA","BETULACEAE","Mature leaf P concentration (mg/g)","2-3","BETULA NANA","BETULA","BETULACEAE","Mature leaf N concentration (mg/g)","20-30","BETULA NANA","BETULA","BETULACEAE","BETULA NANA","betula","BETULACEAE"
340020020,"2C DNA content (pg)","1.1","ALNUS GLUTINOSA","ALNUS","BETULACEAE","Longevity of stems (yrs)","5.02","100-500","ALNUS GLUTINOSA","ALNUS","BETULACEAE","Soil nutrients","fertile","ALNUS GLUTINOSA","ALNUS","BETULACEAE","Mature leaf P concentration (mg/g)","1-2","ALNUS GLUTINOSA","ALNUS","BETULACEAE","Mature leaf N concentration (mg/g)","20-30","ALNUS GLUTINOSA","ALNUS","BETULACEAE","ALNUS GLUTINOSA","alnus","BETULACEAE"
350010010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","100-500","CARPINUS BETULUS","CARPINUS","BETULACEAE","Soil nutrients","fertile","CARPINUS BETULUS","CARPINUS","BETULACEAE","Mature leaf P concentration (mg/g)","1-2","CARPINUS BETULUS","CARPINUS","BETULACEAE",NA,NA,NA,NA,NA,"CARPINUS BETULUS","carpinus","BETULACEAE"
350030010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","CORYLUS AVELLANA","CORYLUS","BETULACEAE","Mature leaf P concentration (mg/g)","1-2","CORYLUS AVELLANA","CORYLUS","BETULACEAE","Mature leaf N concentration (mg/g)","20-30","CORYLUS AVELLANA","CORYLUS","BETULACEAE","CORYLUS AVELLANA","corylus","BETULACEAE"
360010010,"2C DNA content (pg)","0.8","FAGUS SYLVATICA","FAGUS","FAGACEAE","Longevity of stems (yrs)","5.02","100-500","FAGUS SYLVATICA","FAGUS","FAGACEAE","Soil nutrients","fertile","FAGUS SYLVATICA","FAGUS","FAGACEAE","Mature leaf P concentration (mg/g)","2-3","FAGUS SYLVATICA","FAGUS","FAGACEAE","Mature leaf N concentration (mg/g)","20-30","FAGUS SYLVATICA","FAGUS","FAGACEAE","FAGUS SYLVATICA","fagus","FAGACEAE"
360020010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","100-500","CASTANEA SATIVA","CASTANEA","FAGACEAE","Soil nutrients","fertile","CASTANEA SATIVA","CASTANEA","FAGACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CASTANEA SATIVA","castanea","FAGACEAE"
360030090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","QUERCUS CERRIS","QUERCUS","FAGACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUERCUS CERRIS","quercus","FAGACEAE"
370010020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ULMUS PROCERA","ulmus","ULMACEAE"
390010010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","HUMULUS LUPULUS","HUMULUS","CANNABACEAE","Soil nutrients","very fertile","HUMULUS LUPULUS","HUMULUS","CANNABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUMULUS LUPULUS","humulus","CANNABACEAE"
400010020,"2C DNA content (pg)","2.9","URTICA DIOICA","URTICA","URTICACEAE","Longevity of stems (yrs)","5.02","<1","URTICA DIOICA","URTICA","URTICACEAE","Soil nutrients","fertile","URTICA DIOICA","URTICA","URTICACEAE","Mature leaf P concentration (mg/g)",">3","URTICA DIOICA","URTICA","URTICACEAE","Mature leaf N concentration (mg/g)",">30","URTICA DIOICA","URTICA","URTICACEAE","URTICA DIOICA","urtica","URTICACEAE"
400030028,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","PARIETARIA JUDAICA","PARIETARIA","URTICACEAE","Soil nutrients","fertile","PARIETARIA JUDAICA","PARIETARIA","URTICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARIETARIA JUDAICA","parietaria","URTICACEAE"
400040010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","SOLEIROLIA SOLEIROLII","SOLEIROLIA","URTICACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOLEIROLIA SOLEIROLII","soleirolia","URTICACEAE"
420030140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","THESIUM HUMIFUSUM","THESIUM","SANTALACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THESIUM HUMIFUSUM","thesium","SANTALACEAE"
430020020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VISCUM ALBUM","viscum","VISCACEAE"
450020060,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ARISTOLOCHIA CLEMATITIS","ARISTOLOCHIA","ARISTOLOCHIACEAE","Soil nutrients","fertile","ARISTOLOCHIA CLEMATITIS","ARISTOLOCHIA","ARISTOLOCHIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARISTOLOCHIA CLEMATITIS","aristolochia","ARISTOLOCHIACEAE"
470010010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","KOENIGIA ISLANDICA","KOENIGIA","POLYGONACEAE","Soil nutrients","very infertile","KOENIGIA ISLANDICA","KOENIGIA","POLYGONACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOENIGIA ISLANDICA","koenigia","POLYGONACEAE"
470020180,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","POLYGONUM ARENASTRUM","POLYGONUM","POLYGONACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGONUM ARENASTRUM","polygonum","POLYGONACEAE"
470020360,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","PERSICARIA WALLICHII","PERSICARIA","POLYGONACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERSICARIA WALLICHII","persicaria","POLYGONACEAE"
470040010,"2C DNA content (pg)","6.48","FALLOPIA JAPONICA","FALLOPIA","POLYGONACEAE","Longevity of stems (yrs)","5.02","<1","FALLOPIA JAPONICA","FALLOPIA","POLYGONACEAE","Soil nutrients","fertile","FALLOPIA JAPONICA","FALLOPIA","POLYGONACEAE","Mature leaf P concentration (mg/g)",">3","FALLOPIA JAPONICA","FALLOPIA","POLYGONACEAE","Mature leaf N concentration (mg/g)","20-30","FALLOPIA JAPONICA","FALLOPIA","POLYGONACEAE","FALLOPIA JAPONICA","fallopia","POLYGONACEAE"
470060010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","OXYRIA DIGYNA","OXYRIA","POLYGONACEAE","Soil nutrients","infertile","OXYRIA DIGYNA","OXYRIA","POLYGONACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OXYRIA DIGYNA","oxyria","POLYGONACEAE"
470080420,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","RUMEX PULCHER","RUMEX","POLYGONACEAE","Soil nutrients","infertile","RUMEX PULCHER","RUMEX","POLYGONACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUMEX PULCHER","rumex","POLYGONACEAE"
470100029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MUEHLENBECKIA COMPLEXA","muehlenbeckia","POLYGONACEAE"
480020010,"2C DNA content (pg)","2.5","BETA VULGARIS","BETA","CHENOPODIACEAE",NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","BETA VULGARIS","BETA","CHENOPODIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BETA VULGARIS","beta","CHENOPODIACEAE"
480030120,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CHENOPODIUM HYBRIDUM","CHENOPODIUM","CHENOPODIACEAE","Soil nutrients","fertile","CHENOPODIUM HYBRIDUM","CHENOPODIUM","CHENOPODIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHENOPODIUM HYBRIDUM","chenopodium","CHENOPODIACEAE"
480060179,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ATRIPLEX PROSTRATA","ATRIPLEX","CHENOPODIACEAE","Soil nutrients","fertile","ATRIPLEX PROSTRATA","ATRIPLEX","CHENOPODIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATRIPLEX PROSTRATA","atriplex","CHENOPODIACEAE"
480200018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","SARCOCORNIA PERENNIS","SARCOCORNIA","CHENOPODIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SARCOCORNIA PERENNIS","sarcocornia","CHENOPODIACEAE"
480210040,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SALICORNIA PUSILLA","SALICORNIA","CHENOPODIACEAE","Soil nutrients","very infertile","SALICORNIA PUSILLA","SALICORNIA","CHENOPODIACEAE",NA,NA,NA,NA,NA,"Mature leaf N concentration (mg/g)",">30","SALICORNIA PUSILLA","SALICORNIA","CHENOPODIACEAE","SALICORNIA PUSILLA","salicornia","CHENOPODIACEAE"
480230010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","SUAEDA VERA","SUAEDA","CHENOPODIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUAEDA VERA","suaeda","CHENOPODIACEAE"
480250080,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SALSOLA KALI","SALSOLA","CHENOPODIACEAE","Soil nutrients","very infertile","SALSOLA KALI","SALSOLA","CHENOPODIACEAE","Mature leaf P concentration (mg/g)","2-3","SALSOLA KALI","SALSOLA","CHENOPODIACEAE","Mature leaf N concentration (mg/g)","20-30","SALSOLA KALI","SALSOLA","CHENOPODIACEAE","SALSOLA KALI","salsola","CHENOPODIACEAE"
520030020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","CARPOBROTUS EDULIS","CARPOBROTUS","AIZOACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARPOBROTUS EDULIS","carpobrotus","AIZOACEAE"
520070029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","LAMPRANTHUS FALCIFORMIS","LAMPRANTHUS","AIZOACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAMPRANTHUS FALCIFORMIS","lampranthus","AIZOACEAE"
520080019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","DROSANTHEMUM FLORIBUNDUM","DROSANTHEMUM","AIZOACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DROSANTHEMUM FLORIBUNDUM","drosanthemum","AIZOACEAE"
550010010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","PORTULACA OLERACEA","PORTULACA","PORTULACACEAE","Soil nutrients","fertile","PORTULACA OLERACEA","PORTULACA","PORTULACACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PORTULACA OLERACEA","portulaca","PORTULACACEAE"
550020010,"2C DNA content (pg)","1.2","MONTIA FONTANA","MONTIA","PORTULACACEAE","Longevity of stems (yrs)","5.02","<1","MONTIA FONTANA","MONTIA","PORTULACACEAE","Soil nutrients","fertile","MONTIA FONTANA","MONTIA","PORTULACACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MONTIA FONTANA","montia","PORTULACACEAE"
550020020,"2C DNA content (pg)","4.4","CLAYTONIA PERFOLIATA","CLAYTONIA","PORTULACACEAE","Longevity of stems (yrs)","5.02","<1","CLAYTONIA PERFOLIATA","CLAYTONIA","PORTULACACEAE","Soil nutrients","very infertile","CLAYTONIA PERFOLIATA","CLAYTONIA","PORTULACACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLAYTONIA PERFOLIATA","claytonia","PORTULACACEAE"
570010210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","ARENARIA NORVEGICA","ARENARIA","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARENARIA NORVEGICA","arenaria","CARYOPHYLLACEAE"
570020010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","MOEHRINGIA TRINERVIA","MOEHRINGIA","CARYOPHYLLACEAE","Soil nutrients","fertile","MOEHRINGIA TRINERVIA","MOEHRINGIA","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOEHRINGIA TRINERVIA","moehringia","CARYOPHYLLACEAE"
570020430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","MINUARTIA RUBELLA","MINUARTIA","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MINUARTIA RUBELLA","minuartia","CARYOPHYLLACEAE"
570040010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","HONCKENYA PEPLOIDES","HONCKENYA","CARYOPHYLLACEAE","Soil nutrients","fertile","HONCKENYA PEPLOIDES","HONCKENYA","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HONCKENYA PEPLOIDES","honckenya","CARYOPHYLLACEAE"
570060070,"2C DNA content (pg)","1.5","STELLARIA ULIGINOSA","STELLARIA","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","STELLARIA ULIGINOSA","STELLARIA","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STELLARIA ULIGINOSA","stellaria","CARYOPHYLLACEAE"
570080010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","HOLOSTEUM UMBELLATUM","HOLOSTEUM","CARYOPHYLLACEAE","Soil nutrients","very infertile","HOLOSTEUM UMBELLATUM","HOLOSTEUM","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOLOSTEUM UMBELLATUM","holosteum","CARYOPHYLLACEAE"
570090430,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CERASTIUM BRACHYPETALUM","CERASTIUM","CARYOPHYLLACEAE","Soil nutrients","very infertile","CERASTIUM BRACHYPETALUM","CERASTIUM","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CERASTIUM BRACHYPETALUM","cerastium","CARYOPHYLLACEAE"
570100010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","MOENCHIA ERECTA","MOENCHIA","CARYOPHYLLACEAE","Soil nutrients","fertile","MOENCHIA ERECTA","MOENCHIA","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOENCHIA ERECTA","moenchia","CARYOPHYLLACEAE"
570110010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very fertile","MYOSOTON AQUATICUM","MYOSOTON","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MYOSOTON AQUATICUM","myosoton","CARYOPHYLLACEAE"
570120130,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SAGINA MARITIMA","SAGINA","CARYOPHYLLACEAE","Soil nutrients","infertile","SAGINA MARITIMA","SAGINA","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAGINA MARITIMA","sagina","CARYOPHYLLACEAE"
570130020,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SCLERANTHUS ANNUUS","SCLERANTHUS","CARYOPHYLLACEAE","Soil nutrients","infertile","SCLERANTHUS ANNUUS","SCLERANTHUS","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCLERANTHUS ANNUUS","scleranthus","CARYOPHYLLACEAE"
570140010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CORRIGIOLA LITORALIS","CORRIGIOLA","CARYOPHYLLACEAE","Soil nutrients","infertile","CORRIGIOLA LITORALIS","CORRIGIOLA","CARYOPHYLLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CORRIGIOLA LITORALIS","corrigiola","CARYOPHYLLACEAE"
